Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_SN_RUNEOFSAH,,Rune of Sah,サーの紋章,Rune von Sah,Rune de Sah,Runa de Sah,Runa de Sah,Руна Саха,Runa di Sah,薩之符文,萨赫符文,사의 룬,Runa Sah,Руна Саха,Rune van Sah,Sah Rünü
L_SD_RUNEOFSAH,,"Target takes a large amount of damage and its buffs and minions are removed, caster's debuffs are removed, and the caster's on-attack effects are activated. 100% of this spell's damage is based on the caster's highest stat.",対象に大量のダメージを与え、対象のバフとミニオンを除去し、詠唱者のデバフを除去し、詠唱者のオン攻撃効果を発動させる。このスペルのダメージの100%は詠唱者の最も高いステータスに基づく。,"Ziel erleidet großen Schaden, seine Buffs und Diener werden entfernt, Debuffs des Wirkenden werden entfernt und die Beim-Angriff-Effekte des Wirkenden werden aktiviert. 100% des Schadens dieses Zaubers basieren auf dem höchsten Wert des Wirkenden.","La cible subit une grande quantité de dégâts et ses bonus et sbires sont supprimés, les malus du lanceur sont dissipés, et les effets à l'attaque du lanceur sont activés. 100% des dégâts de ce sort sont basés sur la statistique la plus élevée du lanceur.","El objetivo recibe una gran cantidad de daño y se eliminan sus beneficios y esbirros, se eliminan los perjuicios del lanzador y se activan los efectos de ataque del lanzador. El 100% del daño de este hechizo se basa en la estadística más alta del lanzador.","O alvo recebe uma grande quantidade de dano e seus bônus e lacaios são removidos, as penalidades do conjurador são removidas e os efeitos ao atacar do conjurador são ativados. 100% do dano deste feitiço é baseado no atributo mais alto do conjurador.","Цель получает большой урон, ее баффы и миньоны удаляются, дебаффы заклинателя снимаются, и активируются эффекты заклинателя при атаке. 100% урона от этого заклинания основано на наивысшей характеристике заклинателя.","Il bersaglio subisce una grande quantità di danni e i suoi potenziamenti e servitori vengono rimossi, i debuff del lanciatore vengono rimossi e gli effetti all'attacco del lanciatore vengono attivati. Il 100% del danno di questa magia si basa sulla statistica più alta del lanciatore.",目標受到大量傷害並移除其增益效果和僕從，施法者的減益效果被移除，且施法者的攻擊觸發效果被啟動。此法術的100%傷害基於施法者最高的屬性值。,目标受到大量伤害，其增益和仆从被移除，施法者的减益被移除，且施法者的攻击时效果被激活。此法术100%的伤害基于施法者最高的属性值。,"대상은 큰 피해를 입고 버프와 하수인이 제거되며, 시전자의 디버프가 제거되고 시전자의 공격 시 효과가 발동됩니다. 이 주문의 피해량의 100%는 시전자의 가장 높은 스탯을 기반으로 합니다.","Cel otrzymuje dużą ilość obrażeń, a jego wzmocnienia i sługi zostają usunięte, negatywne efekty rzucającego zostają usunięte, a efekty aktywowane przy ataku rzucającego zostają uruchomione. 100% obrażeń tego zaklęcia bazuje na najwyższej statystyce rzucającego.","Ціль отримує велику кількість пошкоджень, її бафи та міньйони видаляються, дебафи заклинателя знімаються, і активуються ефекти заклинателя при атаці. 100% пошкоджень цього закляття базується на найвищій характеристиці заклинателя.","Doelwit neemt een grote hoeveelheid schade en zijn buffs en handlangers worden verwijderd, debuffs van de werper worden verwijderd, en de bij-aanval effecten van de werper worden geactiveerd. 100% van de schade van deze spreuk is gebaseerd op de hoogste stat van de werper.","Hedef büyük miktarda hasar alır ve güçlendirmeleri ve yardımcıları kaldırılır, büyücünün zayıflatma etkileri kaldırılır ve büyücünün saldırı-üzerine etkileri etkinleştirilir. Bu büyünün hasarının %100'ü büyücünün en yüksek özelliğine dayanır."
L_SN_MEGAMAGIC,,Mega Magic,メガマジック,Mega-Magie,Méga Magie,Mega Magia,Mega Magia,Мега Магия,Mega Magia,超級魔法,超魔法,메가 매직,Mega Magia,Мега Магія,Mega Magie,Mega Büyü
L_SD_MEGAMAGIC,,Enemies take a large amount of damage.,敵に大量のダメージを与える。,Feinde erleiden eine große Menge Schaden.,Les ennemis subissent une grande quantité de dégâts.,Los enemigos reciben una gran cantidad de daño.,Inimigos recebem uma grande quantidade de dano.,Враги получают большое количество урона.,I nemici subiscono una grande quantità di danno.,敵人受到大量傷害。,敌人受到大量伤害。,적들이 대량의 피해를 입습니다.,Wrogowie otrzymują dużą ilość obrażeń.,Вороги отримують велику кількість пошкоджень.,Vijanden nemen een grote hoeveelheid schade.,Düşmanlar büyük miktarda hasar alır.
L_SN_COLORWAVECHAOS,,Colorwave (Chaos),カラーウェーブ（カオス）,Farbwelle (Chaos),Vague Chromatique (Chaos),Onda de Color (Caos),Onda Colorida (Caos),Цветоволна (Хаос),Onda Cromatica (Caos),色彩波動（混沌）,彩波（混沌）,컬러웨이브 (혼돈),Fala Kolorów (Chaos),Кольорова хвиля (Хаос),Kleurengolf (Chaos),Renk Dalgası (Kaos)
L_SD_COLORWAVECHAOS,,"Target takes a devastating amount of damage, plus 50% more damage for each Chaos Infusion you have.",ターゲットに甚大なダメージを与え、さらにあなたが持つカオスインフュージョン1つにつき50％の追加ダメージを与える。,"Ziel erleidet eine verheerende Menge an Schaden, plus 50% mehr Schaden für jede Chaos-Infusion, die du besitzt.","La cible subit une quantité dévastatrice de dégâts, plus 50% de dégâts supplémentaires pour chaque Infusion de Chaos que vous possédez.","El objetivo recibe una cantidad devastadora de daño, más un 50% de daño adicional por cada Infusión de Caos que tengas.","O alvo sofre uma quantidade devastadora de dano, mais 50% de dano adicional para cada Infusão de Caos que você possui.","Цель получает сокрушительный урон, плюс 50% дополнительного урона за каждое имеющееся у вас Вливание Хаоса.","Il bersaglio subisce una quantità devastante di danni, più il 50% di danni aggiuntivi per ogni Infusione del Caos che possiedi.",目標受到毀滅性的傷害，且你每有一個混沌灌注，傷害再增加50%。,目标受到海量伤害，每有一层混沌灌注，伤害增加50%。,"대상은 막대한 양의 피해를 입으며, 당신이 보유한 혼돈 주입마다 50%의 추가 피해를 입습니다.","Cel otrzymuje druzgocącą ilość obrażeń, plus dodatkowe 50% obrażeń za każdą posiadaną Infuzję Chaosu.","Ціль отримує нищівну кількість пошкоджень, плюс 50% додаткових пошкоджень за кожне Хаотичне Вливання, яке у вас є.","Doelwit neemt een verwoestende hoeveelheid schade, plus 50% meer schade voor elke Chaos Infusie die je hebt.",Hedef yıkıcı miktarda hasar alır ve sahip olduğunuz her Kaos Özü için %50 daha fazla hasar alır.
L_SN_COLORWAVEDEATH,,Colorwave (Death),カラーウェーブ（死）,Farbwelle (Tod),Vague Colorée (Mort),Onda de Color (Muerte),Onda Colorida (Morte),Цветовая волна (Смерть),Onda Cromatica (Morte),色彩波動（死亡）,彩波（死亡）,컬러웨이브 (죽음),Fala Koloru (Śmierć),Кольорова хвиля (Смерть),Kleurengolf (Dood),Renk Dalgası (Ölüm)
L_SD_COLORWAVEDEATH,,"Enemies are afflicted with 3 random debuffs, plus 1 random debuff for each Death Infusion you have.",敵は3つのランダムな弱体効果を受け、さらにあなたが持つ死の注入1つにつき1つのランダムな弱体効果を受ける。,"Feinde werden mit 3 zufälligen Debuffs belegt, plus 1 zufälligem Debuff für jede Todesinfusion, die du besitzt.","Les ennemis sont affligés de 3 affaiblissements aléatoires, plus 1 affaiblissement aléatoire pour chaque Infusion de Mort que vous possédez.","Los enemigos son afligidos con 3 debuffs aleatorios, más 1 debuff aleatorio por cada Infusión de Muerte que tengas.","Inimigos são afligidos com 3 debuffs aleatórios, mais 1 debuff aleatório para cada Infusão de Morte que você possui.","Враги получают 3 случайных дебаффа, плюс 1 случайный дебафф за каждую имеющуюся у вас Инфузию Смерти.","I nemici sono afflitti da 3 debuff casuali, più 1 debuff casuale per ogni Infusione di Morte che possiedi.",敵人將受到3個隨機減益效果的影響，每有1個死亡灌注，再額外增加1個隨機減益效果。,敌人被施加3个随机减益，每有1层死亡灌注，就多施加1个随机减益。,"적들은 3개의 무작위 디버프에 걸리며, 당신이 가진 죽음 주입마다 1개의 무작위 디버프가 추가로 적용됩니다.","Wrogowie otrzymują 3 losowe osłabienia, plus 1 losowe osłabienie za każdą posiadaną Infuzję Śmierci.","Вороги отримують 3 випадкові дебафи, плюс 1 випадковий дебаф за кожну Інфузію Смерті, яку ви маєте.","Vijanden worden getroffen door 3 willekeurige verzwakkingen, plus 1 willekeurige verzwakking voor elke Doods-Infusie die je hebt.","Düşmanlar 3 rastgele zayıflatıcı etkiye maruz kalır, ayrıca sahip olduğunuz her Ölüm Özü için 1 rastgele zayıflatıcı etki daha eklenir."
L_SN_COLORWAVELIFE,,Colorwave (Life),カラーウェーブ（ライフ）,Farbwelle (Leben),Vague Colorée (Vie),Onda de Color (Vida),Onda Colorida (Vida),Цветоволна (Жизнь),Ondacolore (Vita),色波 (生命),彩波（生命）,컬러웨이브 (생명),Fala Kolorów (Życie),Кольорова хвиля (Життя),Kleurengolf (Leven),Renk Dalgası (Yaşam)
L_SD_COLORWAVELIFE,,"Your creatures gain 5 random buffs, plus 1 random buff for each Life Infusion you have.",自分のクリーチャーはランダムな強化効果を5つ獲得し、さらに所持している生命注入1つにつきランダムな強化効果を1つ獲得する。,"Deine Kreaturen erhalten 5 zufällige Buffs, plus 1 zufälligen Buff für jede Lebensinfusion, die du besitzt.","Vos créatures gagnent 5 bonus aléatoires, plus 1 bonus aléatoire pour chaque Infusion de Vie que vous possédez.","Tus criaturas obtienen 5 mejoras aleatorias, más 1 mejora aleatoria por cada Infusión de Vida que tengas.","Suas criaturas ganham 5 bônus aleatórios, mais 1 bônus aleatório para cada Infusão de Vida que você possui.","Ваши существа получают 5 случайных усилений, плюс 1 случайное усиление за каждое Вливание Жизни, которое у вас есть.","Le tue creature ottengono 5 potenziamenti casuali, più 1 potenziamento casuale per ogni Infusione Vitale che possiedi.",你的生物獲得5個隨機增益效果，再加上每個你擁有的生命灌注各獲得1個隨機增益效果。,你的生物获得5个随机增益，每有1个生命灌注，就多获得1个随机增益。,"당신의 생물들은 5개의 무작위 버프를 얻고, 당신이 가진 생명 주입마다 1개의 무작위 버프를 추가로 얻습니다.","Twoje stworzenia zyskują 5 losowych wzmocnień, plus 1 losowe wzmocnienie za każdą posiadaną Infuzję Życia.","Ваші істоти отримують 5 випадкових підсилень, плюс 1 випадкове підсилення за кожну Життєву Інфузію, яку ви маєте.","Je wezens krijgen 5 willekeurige buffs, plus 1 willekeurige buff voor elke Levensinfusie die je hebt.","Yaratıkların 5 rastgele güçlendirme kazanır, ayrıca sahip olduğun her Yaşam İnfüzyonu için 1 rastgele güçlendirme daha."
L_SN_COLORWAVENATURE,,Colorwave (Nature),カラーウェーブ（自然）,Farbwelle (Natur),Vague Chromatique (Nature),Onda de Color (Naturaleza),Onda Colorida (Natureza),Цветоволна (Природа),Ondacolore (Natura),色波（自然）,彩波（自然）,컬러웨이브 (자연),Fala Kolorów (Natura),Кольорова хвиля (Природа),Kleurengolf (Natuur),Renk Dalgası (Doğa)
L_SD_COLORWAVENATURE,,"Your creatures gain a large amount of stats, plus 50% more stats for each Nature Infusion you have.",自分のクリーチャーは大量のステータスを獲得し、所持している自然の注入ごとにさらに50%多くのステータスを得る。,"Deine Kreaturen erhalten eine große Menge an Attributen, plus 50% mehr Attribute für jede Naturinfusion, die du besitzt.","Vos créatures gagnent une grande quantité de statistiques, plus 50% de statistiques supplémentaires pour chaque Infusion de Nature que vous possédez.","Tus criaturas obtienen una gran cantidad de estadísticas, más un 50% adicional de estadísticas por cada Infusión de Naturaleza que tengas.","Suas criaturas ganham uma grande quantidade de atributos, mais 50% de atributos para cada Infusão da Natureza que você possui.","Ваши существа получают значительное количество характеристик, плюс 50% дополнительных характеристик за каждое имеющееся у вас Природное Вливание.","Le tue creature ottengono una grande quantità di statistiche, più il 50% di statistiche in più per ogni Infusione Naturale che possiedi.",你的生物獲得大量屬性加成，每有一個自然注入，額外增加50%的屬性加成。,你的生物获得大量属性值，每有一个自然灌注，就多获得50%的属性值。,"당신의 생물들은 많은 양의 스탯을 얻으며, 보유한 자연 주입마다 50%의 추가 스탯을 얻습니다.","Twoje stworzenia zyskują dużą ilość statystyk, plus 50% więcej statystyk za każdą posiadaną Infuzję Natury.","Ваші істоти отримують значну кількість характеристик, плюс 50% додаткових характеристик за кожну Природну Інфузію, яку ви маєте.","Je wezens krijgen een grote hoeveelheid statistieken, plus 50% meer statistieken voor elke Natuurinfusie die je hebt.","Yaratıkların büyük miktarda istatistik kazanır, ayrıca sahip olduğun her Doğa İnfüzyonu için %50 daha fazla istatistik kazanır."
L_SN_COLORWAVESORCERY,,Colorwave (Sorcery),カラーウェーブ（魔術）,Farbwelle (Zauberei),Vague Chromatique (Sorcellerie),Onda de Color (Hechicería),Onda Colorida (Feitiçaria),Цветоволна (Колдовство),Onda Cromatica (Stregoneria),色彩波動（巫術）,彩波（巫术）,색채파동 (마법),Fala Barw (Czary),Кольорова хвиля (Чаклунство),Kleurengolf (Toverkunst),Renk Dalgası (Büyücülük)
L_SD_COLORWAVESORCERY,,"Your creatures {ACTION_cast} one of their spells, plus 1 additional spell for each Sorcery Infusion you have.",自分のクリーチャーは自分の呪文の1つを{ACTION_cast}する。さらに、自分が持つ魔術注入1つにつき、追加で1つの呪文を唱える。,"Deine Kreaturen {ACTION_cast} einen ihrer Zauber, plus 1 zusätzlichen Zauber für jede Magie-Infusion, die du besitzt.","Vos créatures {ACTION_cast} l'un de leurs sorts, plus 1 sort supplémentaire pour chaque Infusion de Sorcellerie que vous possédez.","Tus criaturas {ACTION_cast} uno de sus hechizos, más 1 hechizo adicional por cada Infusión de Hechicería que tengas.","Suas criaturas {ACTION_cast} uma de suas magias, mais 1 magia adicional para cada Infusão de Feitiçaria que você possui.","Ваши существа {ACTION_cast} одно из своих заклинаний, плюс 1 дополнительное заклинание за каждую Колдовскую Инфузию, которой вы обладаете.","Le tue creature {ACTION_cast} uno dei loro incantesimi, più 1 incantesimo aggiuntivo per ogni Infusione di Stregoneria che possiedi.",你的生物{ACTION_cast}其中一個法術，再為你擁有的每個巫術灌注多施放一個法術。,你的生物{ACTION_cast}它们的一个法术，每有一个巫术灌注，就额外施放一个法术。,"당신의 생물들이 주문 하나를 {ACTION_cast}하며, 당신이 가진 마법 주입마다 추가 주문 1개를 더 시전합니다.","Twoje stworzenia {ACTION_cast} jedno ze swoich zaklęć, plus 1 dodatkowe zaklęcie za każdą posiadaną Infuzję Magii.","Ваші істоти {ACTION_cast} одне зі своїх заклинань, плюс 1 додаткове заклинання за кожну Чаклунську Інфузію, яку ви маєте.","Je wezens {ACTION_cast} één van hun spreuken, plus 1 extra spreuk voor elke Toverinfusie die je hebt.","Yaratıkların, sahip olduğun her Büyü İnfüzyonu için 1 ek büyü artı kendi büyülerinden birini {ACTION_cast}."
L_SN_AWAKENEDNETHERORBS,,Awakened Nether Orbs,覚醒した冥界のオーブ,Erweckte Nether-Kugeln,Orbes du Néant Éveillés,Orbes del Inframundo Despertados,Orbes do Nether Despertos,Пробужденные Сферы Пустоты,Sfere del Nether Risvegliato,覺醒的冥界寶珠,觉醒的下界宝珠,각성된 네더 오브,Przebudzone Kule Netheru,Пробуджені Сфери Незримого,Ontwaakte Nethersferen,Uyanmış Hiçlik Küreleri
L_SD_AWAKENEDNETHERORBS,,One of the five Nether Orbs (chosen randomly) is awakened to cast a powerful spell. This spell is an {SPELL_ultimate}.,五つのネザーオーブのうち一つ（ランダムに選ばれる）が目覚め、強力な呪文を唱える。この呪文は{SPELL_ultimate}である。,"Einer der fünf Nether-Orbs (zufällig ausgewählt) erwacht, um einen mächtigen Zauber zu wirken. Dieser Zauber ist ein {SPELL_ultimate}.",L'un des cinq Orbes du Néant (choisi aléatoirement) s'éveille pour lancer un sort puissant. Ce sort est un {SPELL_ultimate}.,Uno de los cinco Orbes del Inframundo (elegido al azar) se despierta para lanzar un hechizo poderoso. Este hechizo es un {SPELL_ultimate}.,Um dos cinco Orbes do Nether (escolhido aleatoriamente) é despertado para lançar um feitiço poderoso. Este feitiço é um {SPELL_ultimate}.,"Один из пяти Нижних Сфер (выбранный случайным образом) пробуждается, чтобы сотворить мощное заклинание. Это заклинание является {SPELL_ultimate}.",Uno dei cinque Globi Inferi (scelto casualmente) si risveglia per lanciare un potente incantesimo. Questo incantesimo è un {SPELL_ultimate}.,五顆冥界寶珠中的其中一顆（隨機選擇）被喚醒，施放一個強大的法術。這個法術是一個{SPELL_ultimate}。,五个下界宝珠中的一个（随机选择）觉醒，并释放一个强大的法术。该法术为{SPELL_ultimate}。,다섯 개의 네더 오브 중 하나(무작위로 선택됨)가 강력한 주문을 시전하기 위해 깨어납니다. 이 주문은 {SPELL_ultimate}입니다.,"Jedna z pięciu Sfer Otchłani (wybrana losowo) budzi się, aby rzucić potężne zaklęcie. To zaklęcie to {SPELL_ultimate}.","Один з п'яти Нижніх Сфер (обраний випадково) пробуджується, щоб створити могутнє закляття. Це закляття є {SPELL_ultimate}.",Een van de vijf Nether Orbs (willekeurig gekozen) wordt gewekt om een krachtige spreuk uit te spreken. Deze spreuk is een {SPELL_ultimate}.,Beş Öte Küre'den biri (rastgele seçilir) güçlü bir büyü yapmak için uyanır. Bu büyü bir {SPELL_ultimate}'dir.
L_SN_CHAOSBLADES,,Chaos Blades,カオスブレード,Chaosklingen,Lames du Chaos,Hojas del Caos,Lâminas do Caos,Клинки Хаоса,Lame del Caos,混沌之刃,混沌之刃,혼돈의 검,Ostrza Chaosu,Клинки Хаосу,Chaosklingen,Kaos Kılıçları
L_SD_CHAOSBLADES,,"Target takes a small amount of damage, plus 5% more damage for each time your creatures have {ACTION_attacked} in the current battle.",対象に少量のダメージを与え、現在の戦闘で自分のクリーチャーが{ACTION_attacked}した回数ごとに5%追加ダメージを与える。,"Ziel erleidet einen geringen Schaden, plus 5% mehr Schaden für jedes Mal, das deine Kreaturen in der aktuellen Schlacht {ACTION_attacked} haben.","La cible subit une petite quantité de dégâts, plus 5% de dégâts supplémentaires pour chaque fois que vos créatures ont {ACTION_attacked} dans la bataille actuelle.","El objetivo recibe una pequeña cantidad de daño, más un 5% de daño adicional por cada vez que tus criaturas hayan {ACTION_attacked} en la batalla actual.","O alvo recebe uma pequena quantidade de dano, mais 5% de dano adicional para cada vez que suas criaturas {ACTION_attacked} na batalha atual.","Цель получает небольшой урон, плюс 5% дополнительного урона за каждый раз, когда ваши существа {ACTION_attacked} в текущем бою.","Il bersaglio subisce una piccola quantità di danno, più il 5% di danno aggiuntivo per ogni volta che le tue creature hanno {ACTION_attacked} nella battaglia attuale.",目標受到少量傷害，再加上你的生物在當前戰鬥中每次{ACTION_attacked}都會增加5%的傷害。,目标受到少量伤害，你的生物在当前战斗中每{ACTION_attacked}一次都会增加5%的伤害。,"대상은 소량의 피해를 입고, 현재 전투에서 당신의 생물이 {ACTION_attacked}한 횟수마다 5%의 추가 피해를 입습니다.","Cel otrzymuje niewielkie obrażenia, plus 5% więcej obrażeń za każdym razem, gdy twoje stworzenia {ACTION_attacked} w obecnej bitwie.","Ціль отримує невелику кількість пошкоджень, плюс 5% додаткових пошкоджень за кожен раз, коли ваші істоти {ACTION_attacked} в поточній битві.","Doelwit krijgt een kleine hoeveelheid schade, plus 5% meer schade voor elke keer dat je wezens {ACTION_attacked} hebben in het huidige gevecht.",Hedef az miktarda hasar alır ve mevcut savaşta yaratıklarınızın {ACTION_attacked} sayısı başına %5 daha fazla hasar alır.
L_SN_BLOWMIND,,Blow Mind,ブロウマインド,Geistesschlag,Explosion Mentale,Explosión Mental,Explosão Mental,Взрыв Разума,Esplosione Mentale,心靈爆破,精神干扰,정신 파괴,Porażenie Umysłu,Вибух Свідомості,Geestverbrijzelaar,Zihin Patlatma
L_SD_BLOWMIND,,"Enemies take a small amount of damage, plus 20% more damage for each time enemies have {ACTION_cast} a spell in the current battle.",敵は少量のダメージを受け、現在の戦闘中に敵が{ACTION_cast}を使用するたびに20%の追加ダメージを受ける。,"Feinde erleiden einen geringen Schaden, plus 20% mehr Schaden für jedes Mal, das Feinde im aktuellen Kampf einen Zauber {ACTION_cast} haben.","Les ennemis subissent une petite quantité de dégâts, plus 20% de dégâts supplémentaires pour chaque fois que les ennemis ont {ACTION_cast} un sort dans la bataille actuelle.","Los enemigos reciben una pequeña cantidad de daño, más un 20% de daño adicional por cada vez que los enemigos hayan {ACTION_cast} un hechizo en la batalla actual.","Inimigos recebem uma pequena quantidade de dano, mais 20% de dano adicional para cada vez que os inimigos {ACTION_cast} um feitiço na batalha atual.","Враги получают небольшой урон, плюс на 20% больше урона за каждый раз, когда враги {ACTION_cast} заклинание в текущем бою.","I nemici subiscono una piccola quantità di danno, più il 20% di danno aggiuntivo per ogni volta che i nemici hanno {ACTION_cast} un incantesimo nella battaglia attuale.",敵人受到少量傷害，再加上敵人在當前戰鬥中每{ACTION_cast}一次法術，額外增加20%的傷害。,敌人受到少量伤害，敌人在当前战斗中每{ACTION_cast}一次法术，伤害增加20%。,"적들은 소량의 피해를 입고, 현재 전투에서 적들이 {ACTION_cast} 주문을 시전한 횟수마다 20%의 추가 피해를 입습니다.","Wrogowie otrzymują niewielkie obrażenia, plus 20% więcej obrażeń za każdym razem, gdy wrogowie {ACTION_cast} zaklęcie w obecnej walce.","Вороги отримують невелику кількість шкоди, плюс 20% додаткової шкоди за кожне використання ворогами {ACTION_cast} закляття в поточному бою.","Vijanden nemen een kleine hoeveelheid schade, plus 20% meer schade voor elke keer dat vijanden een spreuk hebben {ACTION_cast} in het huidige gevecht.",Düşmanlar az miktarda hasar alır ve mevcut savaşta düşmanların {ACTION_cast} büyü kullandığı her sefer için %20 daha fazla hasar alır.
L_SN_KNIFE'SEDGE,,Knife's Edge,ナイフの刃,Messerschneide,Fil du Couteau,Filo de Navaja,Fio da Navalha,Лезвие Ножа,Filo del Coltello,刀鋒之境,刀刃边缘,칼날의 가장자리,Ostrze Noża,Лезо ножа,Messcherp,Bıçak Sırtı
L_SD_KNIFE'SEDGE,,"Target takes a large amount of damage, plus 5% more damage for every 1% {STAT_health} the caster is missing.",対象に大量のダメージを与え、詠唱者の失った{STAT_health}1%ごとに5%の追加ダメージを与える。,"Ziel erleidet eine große Menge Schaden, plus 5% mehr Schaden für jedes 1% {STAT_health}, das dem Zauberwirker fehlt.","La cible subit une grande quantité de dégâts, plus 5% de dégâts supplémentaires pour chaque 1% de {STAT_health} manquant au lanceur.","El objetivo recibe una gran cantidad de daño, más un 5% de daño adicional por cada 1% de {STAT_health} que le falte al lanzador.","O alvo recebe uma grande quantidade de dano, mais 5% de dano adicional para cada 1% de {STAT_health} que o lançador estiver faltando.","Цель получает большой урон, плюс 5% дополнительного урона за каждый 1% {STAT_health}, которого не хватает заклинателю.","Il bersaglio subisce una grande quantità di danni, più il 5% di danni aggiuntivi per ogni 1% di {STAT_health} mancante al lanciatore.",目標受到大量傷害，且施法者每損失1%的{STAT_health}，目標就會多受到5%的傷害。,目标受到大量伤害，且施法者每损失1%{STAT_health}，伤害增加5%。,"대상은 큰 피해를 입고, 시전자가 잃은 {STAT_health} 1%마다 5%의 추가 피해를 입습니다.","Cel otrzymuje dużą ilość obrażeń, plus dodatkowe 5% obrażeń za każdy 1% {STAT_health}, którego brakuje rzucającemu.","Ціль отримує велику кількість пошкоджень, плюс 5% додаткових пошкоджень за кожен 1% {STAT_health}, якого не вистачає заклинателю.","Doelwit neemt een grote hoeveelheid schade, plus 5% meer schade voor elke 1% {STAT_health} die de werper mist.","Hedef büyük miktarda hasar alır ve buna ek olarak, kullanıcının eksik olan her %1 {STAT_health} değeri için %5 daha fazla hasar alır."
L_SN_BLADESTORM,,Bladestorm,ブレイドストーム,Klingensturm,Tempête de Lames,Tormenta de Espadas,Tempestade de Lâminas,Вихрь клинков,Tempesta di Lame,劍刃風暴,剑刃风暴,블레이드스톰,Nawałnica Ostrzy,Буревій клинків,Zwaardstorm,Kılıç Fırtınası
L_SD_BLADESTORM,,"Enemies take a moderate amount of damage, plus 1% more damage for every 1% {STAT_health} each enemy is missing.",敵に中程度のダメージを与え、さらに各敵の失った{STAT_health}1%ごとに1%の追加ダメージを与える。,"Feinde erleiden eine moderate Menge Schaden, plus 1% mehr Schaden für jedes 1% {STAT_health}, das jedem Feind fehlt.","Les ennemis subissent une quantité modérée de dégâts, plus 1% de dégâts supplémentaires pour chaque 1% de {STAT_health} manquant à chaque ennemi.","Los enemigos reciben una cantidad moderada de daño, más un 1% de daño adicional por cada 1% de {STAT_health} que le falte a cada enemigo.","Inimigos recebem uma quantidade moderada de dano, mais 1% de dano adicional para cada 1% de {STAT_health} que cada inimigo estiver faltando.","Враги получают умеренный урон, плюс 1% дополнительного урона за каждый 1% отсутствующего {STAT_health} у каждого врага.","I nemici subiscono una quantità moderata di danno, più 1% di danno aggiuntivo per ogni 1% di {STAT_health} mancante a ciascun nemico.",敵人受到中等程度的傷害，再加上每個敵人每缺少1%的{STAT_health}，就會多受到1%的傷害。,敌人受到中量伤害，每个敌人每缺失1%{STAT_health}，伤害增加1%。,"적들은 적당한 양의 피해를 입고, 각 적이 잃은 {STAT_health}의 1%마다 1%의 추가 피해를 입습니다.","Wrogowie otrzymują umiarkowane obrażenia, plus 1% więcej obrażeń za każdy 1% brakującego {STAT_health} każdego wroga.","Вороги отримують помірну кількість шкоди, плюс 1% додаткової шкоди за кожен 1% {STAT_health}, якого не вистачає кожному ворогу.","Vijanden nemen een gemiddelde hoeveelheid schade, plus 1% meer schade voor elke 1% {STAT_health} die elke vijand mist.",Düşmanlar orta miktarda hasar alır ve her düşmanın eksik olan her %1 {STAT_health} değeri için %1 daha fazla hasar alır.
L_SN_INFERNALCLAW,,Infernal Claw,地獄の爪,Höllenklaue,Griffe Infernale,Garra Infernal,Garra Infernal,Адское Когтище,Artiglio Infernale,地獄爪,地狱之爪,지옥의 발톱,Piekielny Szpon,Пекельний Кіготь,Helse Klauw,Cehennemî Pençe
