Tag,Notes,English,Japanese,German,French,Spanish,Portuguese,Russian,Italian,Chinese (Traditional),Chinese (Simplified),Korean,Polish,Ukrainian,Dutch,Turkish
L_ACC_WILDBEARDBLACK,,Wild Beard (Black),ワイルドひげ（黒）,Wilder Bart (Schwarz),Barbe Sauvage (Noir),Barba Salvaje (Negro),Barba Selvagem (Preta),Дикая Борода (Чёрная),Barba Selvaggia (Nero),狂野鬍鬚（黑色）,狂野胡须（黑）,야생 수염 (검정),Dzika Broda (Czarna),Дикий Бородань (Чорний),Wilde Baard (Zwart),Vahşi Sakal (Siyah)
L_ACC_WILDBEARDBLONDE,,Wild Beard (Blonde),ワイルドひげ（ブロンド）,Wilder Bart (Blond),Barbe Sauvage (Blonde),Barba Salvaje (Rubia),Barba Selvagem (Loira),Дикая Борода (Светлая),Barba Selvaggia (Bionda),野性鬍鬚（金色）,狂野胡须（金）,야생 수염 (금발),Dziki Zarost (Blond),Дикий Бородань (Блондин),Wilde Baard (Blond),Vahşi Sakal (Sarışın)
L_ACC_WILDBEARDBROWN,,Wild Beard (Brown),ワイルドひげ（茶色）,Wilder Bart (Braun),Barbe Sauvage (Marron),Barba Salvaje (Marrón),Barba Selvagem (Marrom),Дикая Борода (Коричневая),Barba Selvaggia (Marrone),野性鬍鬚（棕色）,狂野胡须（棕）,야생 수염 (갈색),Dzika Broda (Brązowa),Дика Борода (Коричнева),Wilde Baard (Bruin),Vahşi Sakal (Kahverengi)
L_ACC_WILDBEARDRED,,Wild Beard (Red),ワイルドひげ（赤）,Wilder Bart (Rot),Barbe Sauvage (Rouge),Barba Salvaje (Rojo),Barba Selvagem (Vermelho),Дикая Борода (Красная),Barba Selvaggia (Rossa),狂野鬍鬚（紅）,狂野胡须（红）,야생 수염 (빨강),Dzika Broda (Czerwona),Дика Борода (Червона),Wilde Baard (Rood),Vahşi Sakal (Kırmızı)
L_ACC_WILDBEARDWHITE,,Wild Beard (White),ワイルドひげ（白）,Wilder Bart (Weiß),Barbe Sauvage (Blanche),Barba Salvaje (Blanca),Barba Selvagem (Branca),Дикая Борода (Белая),Barba Selvaggia (Bianca),狂野鬍鬚（白色）,狂野胡须（白）,야생 수염 (하얀색),Dziki Zarost (Biały),Дикий Бородань (Білий),Wilde Baard (Wit),Vahşi Sakal (Beyaz)
L_ACC_WIZARDBEARDBLACK,,Wizard Beard (Black),魔法使いの髭（黒）,Zauberbart (Schwarz),Barbe de Sorcier (Noir),Barba de Mago (Negro),Barba de Mago (Preta),Борода Волшебника (Чёрная),Barba da Mago (Nera),巫師鬍鬚（黑色）,巫师胡须（黑）,마법사 수염 (검정),Broda Czarodzieja (Czarna),Борода Чарівника (Чорна),Tovenaarsbaard (Zwart),Büyücü Sakalı (Siyah)
L_ACC_WIZARDBEARDBLONDE,,Wizard Beard (Blonde),魔法使いの髭（金髪）,Zaubererbart (Blond),Barbe de Sorcier (Blonde),Barba de Mago (Rubia),Barba de Mago (Loira),Борода Волшебника (Светлая),Barba da Mago (Bionda),巫師鬍鬚（金色）,巫师胡须（金）,마법사 수염 (금발),Broda Czarodzieja (Blond),Борода Чарівника (Білява),Tovenaarsbaard (Blond),Büyücü Sakalı (Sarı)
L_ACC_WIZARDBEARDBROWN,,Wizard Beard (Brown),魔法使いのひげ（茶色）,Zaubererbart (Braun),Barbe de Sorcier (Marron),Barba de Mago (Marrón),Barba de Mago (Marrom),Борода Волшебника (Коричневая),Barba da Mago (Marrone),巫師鬍鬚（棕色）,巫师胡须（棕）,마법사 수염 (갈색),Broda Czarodzieja (Brązowa),Борода Чарівника (Коричнева),Tovenaarsbaard (Bruin),Büyücü Sakalı (Kahverengi)
L_ACC_WIZARDBEARDRED,,Wizard Beard (Red),魔法使いの髭（赤）,Zaubererbart (Rot),Barbe de Sorcier (Rouge),Barba de Mago (Roja),Barba de Mago (Vermelha),Борода Волшебника (Красная),Barba da Mago (Rossa),巫師鬍鬚（紅）,巫师胡须（红）,마법사 수염 (빨강),Broda Czarodzieja (Czerwona),Борода Чарівника (Червона),Tovenaarsbaard (Rood),Büyücü Sakalı (Kırmızı)
L_ACC_WIZARDBEARDWHITE,,Wizard Beard (White),魔法使いの髭（白）,Zauberbart (Weiß),Barbe de Sorcier (Blanche),Barba de Mago (Blanca),Barba de Mago (Branca),Борода Волшебника (Белая),Barba da Mago (Bianca),巫師鬍鬚（白色）,巫师胡须（白）,마법사 수염 (흰색),Broda Czarodzieja (Biała),Борода Чарівника (Біла),Tovenaarsbaard (Wit),Büyücü Sakalı (Beyaz)
L_ACC_CAPENORMALBLACK,,Cape (Normal Black),マント（ノーマルブラック）,Umhang (Normal Schwarz),Cape (Noir Normal),Capa (Negro Normal),Capa (Preto Normal),Плащ (Обычный Чёрный),Mantello (Nero Normale),披風（普通黑）,披风（普通/黑）,망토 (일반 검정),Peleryna (Zwykła Czarna),Плащ (Звичайний чорний),Mantel (Normaal Zwart),Pelerin (Normal Siyah)
L_ACC_BLEEDINGCUTLARGEBLACK,,Bleeding Cut (Large Black),出血傷 (大・黒),Blutende Wunde (Groß Schwarz),Coupure Saignante (Grand Noir),Corte Sangrante (Negro Grande),Corte Sangrento (Grande Preto),Кровоточащий Порез (Большой Черный),Taglio Sanguinante (Grande Nero),流血傷口（大型黑色）,流血伤口（大/黑）,출혈 상처 (대형 검정),Krwawiące Cięcie (Duże Czarne),Кровоточива Рана (Велика Чорна),Bloedende Snee (Groot Zwart),Kanayan Kesik (Büyük Siyah)
L_ACC_BLEEDINGCUTLARGEBLUE,,Bleeding Cut (Large Blue),出血の傷 (大きな青),Blutende Wunde (Groß Blau),Coupure Saignante (Grand Bleu),Corte Sangrante (Azul Grande),Corte Sangrento (Azul Grande),Кровоточащий Порез (Большой Синий),Taglio Sanguinante (Grande Blu),流血傷口（大型藍色）,流血伤口（大/蓝）,출혈 상처 (대형 파랑),Krwawiące Cięcie (Duży Niebieski),Кровоточива Рана (Велика Синя),Bloedende Snede (Groot Blauw),Kanayan Kesik (Büyük Mavi)
L_ACC_BLEEDINGCUTLARGEGREEN,,Bleeding Cut (Large Green),出血傷 (大・緑),Blutende Wunde (Groß Grün),Coupure Saignante (Grand Vert),Corte Sangrante (Verde Grande),Corte Sangrento (Verde Grande),Кровоточащий порез (Большой зеленый),Taglio Sanguinante (Grande Verde),流血傷口（大型綠色）,流血伤口（大/绿）,출혈 상처 (대형 녹색),Krwawiące Cięcie (Duże Zielone),Кровоточива Рана (Велика Зелена),Bloedende Snede (Groot Groen),Kanayan Kesik (Büyük Yeşil)
L_ACC_BLEEDINGCUTLARGERED,,Bleeding Cut (Large Red),出血傷 (大赤),Blutende Wunde (Groß Rot),Coupure Saignante (Grand Rouge),Corte Sangrante (Rojo Grande),Corte Sangrento (Vermelho Grande),Кровоточащий порез (Большой красный),Taglio Sanguinante (Rosso Grande),流血傷口（大紅）,流血伤口（大/红）,출혈 상처 (대형 적색),Krwawiące Cięcie (Duże Czerwone),Кровоточива Рана (Велика Червона),Bloedende Snee (Groot Rood),Kanayan Kesik (Büyük Kırmızı)
L_ACC_BLEEDINGCUTMEDIUMBLACK,,Bleeding Cut (Medium Black),出血傷 (中黒),Blutende Wunde (Mittel Schwarz),Coupure Saignante (Noir Moyen),Corte Sangrante (Negro Medio),Corte Sangrento (Médio Preto),Кровоточащий Порез (Средний Чёрный),Taglio Sanguinante (Medio Nero),流血傷口（中型黑）,流血伤口（中/黑）,출혈 상처 (중간 검정),Krwawiące Cięcie (Średnie Czarne),Кровоточива Рана (Середній Чорний),Bloedende Snede (Medium Zwart),Kanayan Kesik (Orta Siyah)
L_ACC_BLEEDINGCUTMEDIUMBLUE,,Bleeding Cut (Medium Blue),出血の傷 (ミディアムブルー),Blutende Wunde (Mittelblau),Coupure Saignante (Bleu Moyen),Corte Sangrante (Azul Medio),Corte Sangrento (Azul Médio),Кровоточащий Порез (Средний Синий),Taglio Sanguinante (Blu Medio),流血傷口（中藍）,流血伤口（中/蓝）,출혈 상처 (중간 파랑),Krwawiące Cięcie (Średni Niebieski),Кровоточива Рана (Середній Синій),Bloedende Snede (Middelblauw),Kanayan Kesik (Orta Mavi)
L_ACC_BLEEDINGCUTMEDIUMGREEN,,Bleeding Cut (Medium Green),出血傷 (ミディアムグリーン),Blutende Wunde (Mittelgrün),Coupure Saignante (Vert Moyen),Corte Sangrante (Verde Medio),Corte Sangrento (Verde Médio),Кровоточащий Порез (Средний Зелёный),Taglio Sanguinante (Verde Medio),流血傷口（中綠）,流血伤口（中/绿）,출혈 상처 (중간 녹색),Krwawiące Cięcie (Średni Zielony),Кровоточива Рана (Середній Зелений),Bloedende Snede (Medium Groen),Kanayan Kesik (Orta Yeşil)
L_ACC_BLEEDINGCUTMEDIUMRED,,Bleeding Cut (Medium Red),出血傷 (中赤),Blutende Wunde (Mittelrot),Coupure Saignante (Rouge Moyen),Corte Sangrante (Rojo Medio),Corte Sangrento (Vermelho Médio),Кровоточащий Порез (Средний Красный),Taglio Sanguinante (Rosso Medio),流血傷口（中紅）,流血伤口（中/红）,출혈 상처 (중간 빨강),Krwawiące Cięcie (Średni Czerwony),Кровоточива Рана (Середній Червоний),Bloedende Snede (Medium Rood),Kanayan Kesik (Orta Kırmızı)
L_ACC_BLEEDINGCUTSMALLBLACK,,Bleeding Cut (Small Black),出血傷 (小・黒),Blutende Wunde (Klein Schwarz),Coupure Saignante (Petit Noir),Corte Sangrante (Negro Pequeño),Corte Sangrento (Pequeno Preto),Кровоточащий Порез (Малый Черный),Taglio Sanguinante (Piccolo Nero),流血傷口（小黑）,流血伤口（小/黑）,출혈 상처 (작은 검정),Krwawiące Cięcie (Mały Czarny),Кровоточива Рана (Малий Чорний),Bloedende Snee (Klein Zwart),Kanayan Kesik (Küçük Siyah)
L_ACC_BLEEDINGCUTSMALLBLUE,,Bleeding Cut (Small Blue),出血傷 (小青),Blutende Wunde (Klein Blau),Coupure Saignante (Petit Bleu),Corte Sangrante (Azul Pequeño),Corte Sangrento (Azul Pequeno),Кровоточащий Порез (Малый Синий),Taglio Sanguinante (Piccolo Blu),流血傷口（小藍）,流血伤口（小/蓝）,출혈 상처 (작은 파랑),Krwawiące Cięcie (Mały Niebieski),Кровоточива Рана (Мала Синя),Bloedende Snee (Klein Blauw),Kanayan Kesik (Küçük Mavi)
L_ACC_BLEEDINGCUTSMALLGREEN,,Bleeding Cut (Small Green),出血傷 (小・緑),Blutende Wunde (Klein Grün),Coupure Saignante (Petit Vert),Corte Sangrante (Verde Pequeño),Corte Sangrento (Verde Pequeno),Кровоточащий Порез (Малый Зелёный),Taglio Sanguinante (Verde Piccolo),流血傷口（小綠）,流血伤口（小/绿）,출혈 상처 (작은 초록),Krwawiące Cięcie (Małe Zielone),Кровоточива Рана (Мала Зелена),Bloedende Snee (Klein Groen),Kanayan Kesik (Küçük Yeşil)
L_ACC_BLEEDINGCUTSMALLRED,,Bleeding Cut (Small Red),出血傷 (小・赤),Blutende Wunde (Klein Rot),Coupure Saignante (Petit Rouge),Corte Sangrante (Rojo Pequeño),Corte Sangrento (Vermelho Pequeno),Кровоточащий порез (Малый красный),Taglio Sanguinante (Rosso Piccolo),流血傷口（小紅）,流血伤口（小/红）,출혈 상처 (작은 빨강),Krwawiące Cięcie (Małe Czerwone),Кровоточива Рана (Мала Червона),Bloedende Snee (Klein Rood),Kanayan Kesik (Küçük Kırmızı)
L_ACC_CAPENORMALBLUE,,Cape (Normal Blue),マント（ノーマルブルー）,Umhang (Normales Blau),Cape (Bleu Normal),Capa (Azul Normal),Capa (Azul Normal),Плащ (Обычный синий),Mantello (Blu Normale),披風（普通藍）,披风（普通/蓝）,망토 (일반 파랑),Peleryna (Zwykły Niebieski),Плащ (Звичайний синій),Mantel (Normaal Blauw),Pelerin (Normal Mavi)
L_ACC_CAPENORMALCYAN,,Cape (Normal Cyan),ケープ（ノーマルシアン）,Umhang (Normal Cyan),Cape (Cyan Normal),Capa (Cian Normal),Capa (Ciano Normal),Накидка (Обычная Бирюзовая),Mantello (Ciano Normale),披風（一般青色）,披风（普通/青）,망토 (일반 청록색),Peleryna (Normalny Cyjan),Плащ (Звичайний Блакитний),Mantel (Normaal Cyaan),Pelerin (Normal Camgöbeği)
L_ACC_CAPENORMALGREEN,,Cape (Normal Green),マント（通常の緑）,Umhang (Normales Grün),Cape (Vert Normal),Capa (Verde Normal),Capa (Verde Normal),Плащ (Обычный зелёный),Mantello (Verde Normale),披風（一般綠）,披风（普通/绿）,망토 (일반 녹색),Peleryna (Zwykła Zielona),Плащ (Звичайний зелений),Mantel (Normaal Groen),Pelerin (Normal Yeşil)
L_ACC_CAPENORMALGRAY,,Cape (Normal Gray),マント（ノーマルグレー）,Umhang (Normales Grau),Cape (Gris Normal),Capa (Gris Normal),Capa (Cinza Normal),Плащ (Обычный Серый),Mantello (Grigio Normale),披風（普通灰）,披风（普通/灰）,망토 (일반 회색),Peleryna (Zwykła Szara),Плащ (Звичайний сірий),Mantel (Normaal Grijs),Pelerin (Normal Gri)
L_ACC_CAPENORMALPINK,,Cape (Normal Pink),ケープ（ノーマルピンク）,Umhang (Normal Rosa),Cape (Rose Normal),Capa (Rosa Normal),Capa (Rosa Normal),Плащ (Обычный розовый),Mantello (Rosa Normale),披風（一般粉紅）,披风（普通/粉）,망토 (일반 핑크),Peleryna (Zwykły Róż),Плащ (Звичайний рожевий),Mantel (Normaal Roze),Pelerin (Normal Pembe)
L_ACC_CAPENORMALPURPLE,,Cape (Normal Purple),マント（通常紫）,Umhang (Normal Lila),Cape (Violet Normal),Capa (Púrpura Normal),Capa (Roxo Normal),Плащ (Обычный Фиолетовый),Mantello (Viola Normale),披風（普通紫）,披风（普通/紫）,망토 (일반 보라색),Peleryna (Zwykła Fioletowa),Плащ (Звичайний Фіолетовий),Mantel (Normaal Paars),Pelerin (Normal Mor)
L_ACC_CAPENORMALRED,,Cape (Normal Red),マント（通常の赤）,Umhang (Normal Rot),Cape (Rouge Normal),Capa (Rojo Normal),Capa (Vermelho Normal),Плащ (Обычный красный),Mantello (Rosso Normale),披風（普通紅）,披风（普通/红）,망토 (일반 빨강),Peleryna (Zwykła Czerwona),Плащ (Звичайний червоний),Mantel (Normaal Rood),Pelerin (Normal Kırmızı)
L_ACC_CAPENORMALWHITE,,Cape (Normal White),マント（ノーマルホワイト）,Umhang (Normal Weiß),Cape (Blanc Normal),Capa (Blanco Normal),Capa (Branco Normal),Плащ (Обычный Белый),Mantello (Bianco Normale),披風（普通白）,披风（普通/白）,망토 (일반 흰색),Peleryna (Zwykła Biała),Плащ (Звичайний Білий),Mantel (Normaal Wit),Pelerin (Normal Beyaz)
L_ACC_CAPENORMALYELLOW,,Cape (Normal Yellow),マント（普通の黄色）,Umhang (Normal Gelb),Cape (Jaune Normal),Capa (Amarillo Normal),Capa (Amarelo Normal),Плащ (Обычный Жёлтый),Mantello (Giallo Normale),披風（普通黃色）,披风（普通/黄）,망토 (일반 노랑),Peleryna (Zwykła Żółta),Плащ (Звичайний жовтий),Mantel (Normaal Geel),Pelerin (Normal Sarı)
L_ACC_CAPETATTEREDBLACK,,Cape (Tattered Black),ケープ（ぼろぼろの黒）,Umhang (Zerfetzter Schwarzer),Cape (Noir Déchiré),Capa (Negra Rasgada),Capa (Preta Esfarrapada),Накидка (Потрёпанная Чёрная),Mantello (Nero Logoro),斗篷（破舊黑色）,披风（破旧/黑）,망토 (낡은 검정색),Peleryna (Postrzępiona Czarna),Накидка (Потріпана Чорна),Mantel (Gescheurde Zwarte),Pelerin (Yırtık Siyah)
L_ACC_CAPETATTEREDBLUE,,Cape (Tattered Blue),ケープ（ぼろぼろの青）,Umhang (Zerschlissenes Blau),Cape (Bleue Déchirée),Capa (Azul Raída),Capa (Azul Esfarrapada),Накидка (Потрёпанная синяя),Mantello (Blu Logoro),披風（破舊藍色）,披风（破旧/蓝）,망토 (낡은 파란색),Peleryna (Postrzępiona Niebieska),Накидка (Потріпана Синя),Mantel (Gescheurde Blauwe),Pelerin (Yırtık Mavi)
L_ACC_CAPETATTEREDCYAN,,Cape (Tattered Cyan),ケープ（ボロボロの水色）,Umhang (Zerschlissenes Cyan),Cape (Cyan Élimée),Capa (Cian Raída),Capa (Ciano Esfarrapada),Накидка (Потрёпанная Бирюзовая),Mantello (Ciano Logoro),斗篷（破舊青藍色）,披风（破旧/青）,망토 (낡은 청록색),Peleryna (Postrzępiona Cyjanowa),Накидка (Потріпана Блакитна),Mantel (Gerafeld Cyaan),Pelerin (Yırtık Camgöbeği)
L_ACC_CAPETATTEREDGREEN,,Cape (Tattered Green),ケープ（ボロボロの緑）,Umhang (Zerschlissenes Grün),Cape (Verte Déchirée),Capa (Verde Raída),Capa (Verde Esfarrapada),Накидка (Потрёпанная зелёная),Mantello (Verde Logoro),斗篷（破舊綠色）,披风（破旧/绿）,망토 (낡은 녹색),Peleryna (Postrzępiona Zielona),Накидка (Потріпана Зелена),Mantel (Gescheurde Groene),Pelerin (Yırtık Pırtık Yeşil)
L_ACC_CAPETATTEREDGRAY,,Cape (Tattered Gray),ケープ（ぼろぼろの灰色）,Umhang (Zerschlissenes Grau),Cape (Grise Déchirée),Capa (Gris Raída),Capa (Cinza Esfarrapada),Накидка (Потрёпанная Серая),Mantello (Grigio Logoro),斗篷（破舊灰色）,披风（破旧/灰）,망토 (낡은 회색),Peleryna (Poszarpana Szara),Накидка (Потріпана сіра),Mantel (Gerafeld Grijs),Pelerin (Yırtık Gri)
L_ACC_CAPETATTEREDPINK,,Cape (Tattered Pink),ケープ（ぼろぼろのピンク）,Umhang (Zerfetzter Rosa),Cape (Rose Élimée),Capa (Rosa Desgarrada),Capa (Rosa Desgastada),Накидка (Потрёпанная розовая),Mantello (Rosa Logoro),披風（破爛粉紅）,披风（破旧/粉）,망토 (낡은 분홍색),Peleryna (Postrzępiona Różowa),Накидка (Потріпана рожева),Mantel (Gerafeld Roze),Pelerin (Yırtık Pembe)
L_ACC_CAPETATTEREDPURPLE,,Cape (Tattered Purple),ケープ（ぼろぼろの紫）,Umhang (Zerschlissenes Lila),Cape (Pourpre Déchiré),Capa (Púrpura Rasgada),Capa (Púrpura Esfarrapada),Накидка (Потрёпанная Пурпурная),Mantello (Viola Logoro),斗篷（破爛紫色）,披风（破旧/紫）,망토 (낡은 보라색),Peleryna (Postrzępiona Fioletowa),Накидка (Потріпана Пурпурова),Mantel (Gescheurde Paarse),Pelerin (Yırtık Mor)
L_ACC_CAPETATTEREDRED,,Cape (Tattered Red),マント（ぼろぼろの赤）,Umhang (Zerschlissenes Rot),Cape (Rouge Déchiré),Capa (Roja Rasgada),Capa (Vermelha Esfarrapada),Плащ (Потрёпанный красный),Mantello (Rosso Logoro),披風（破爛紅色）,披风（破旧/红）,망토 (낡은 붉은색),Peleryna (Postrzępiona Czerwona),Накидка (Потріпана Червона),Mantel (Gescheurde Rode),Pelerin (Yırtık Kırmızı)
L_ACC_CAPETATTEREDWHITE,,Cape (Tattered White),ケープ（ぼろぼろの白）,Umhang (Zerschlissenes Weiß),Cape (Blanc Usé),Capa (Blanca Raída),Capa (Branca Esfarrapada),Накидка (Потрёпанная белая),Mantello (Bianco Logoro),披風（破爛的白色）,披风（破旧/白）,망토 (낡은 흰색),Peleryna (Postrzępiona Biała),Накидка (Потріпана біла),Mantel (Gescheurde Witte),Pelerin (Yırtık Beyaz)
L_ACC_CAPETATTEREDYELLOW,,Cape (Tattered Yellow),ケープ（ぼろぼろの黄色）,Umhang (Zerfetztes Gelb),Cape (Jaune Élimée),Capa (Amarilla Raída),Capa (Amarela Esfarrapada),Накидка (Потрёпанная Жёлтая),Mantello (Giallo Logoro),斗篷（破舊黃色）,披风（破旧/黄）,망토 (누더기 노란색),Peleryna (Postrzępiona Żółta),Накидка (Потріпана Жовта),Mantel (Gerafeld Geel),Pelerin (Yırtık Sarı)
L_ACC_CAPEVAMPIRE,,Cape (Vampire),ケープ（ヴァンパイア）,Umhang (Vampir),Cape (Vampire),Capa (Vampiro),Capa (Vampiro),Плащ (Вампир),Mantello (Vampiro),披風（吸血鬼）,披风（吸血鬼）,망토 (뱀파이어),Peleryna (Wampir),Плащ (Вампір),Mantel (Vampier),Pelerin (Vampir)
L_ACC_CAPEVAMPIRECOLLAR,,Cape (Vampire Collar),ケープ（ヴァンパイアカラー）,Umhang (Vampirkragen),Cape (Collier de Vampire),Capa (Collar de Vampiro),Capa (Gola de Vampiro),Плащ (Воротник вампира),Mantello (Collare del Vampiro),披風（吸血鬼領）,披风（吸血鬼领子）,망토 (뱀파이어 칼라),Peleryna (Kołnierz Wampira),Плащ (Комір вампіра),Mantel (Vampierkraag),Pelerin (Vampir Yakası)
L_ACC_AFROBLACK,,Afro (Black),アフロ（黒）,Afro (Schwarz),Afro (Noir),Afro (Negro),Afro (Preto),Афро (Черный),Afro (Nero),爆炸頭（黑色）,爆炸头（黑）,아프로 (검정),Afro (Czarne),Афро (Чорне),Afro (Zwart),Afro (Siyah)
L_ACC_AFROBLONDE,,Afro (Blonde),アフロ（ブロンド）,Afro (Blond),Afro (Blonde),Afro (Rubio),Afro (Loiro),Афро (Блонд),Afro (Biondo),爆炸頭（金色）,爆炸头（金）,아프로 (금발),Afro (Blond),Афро (Блонд),Afro (Blond),Afro (Sarı)
L_ACC_AFROBROWN,,Afro (Brown),アフロ（茶色）,Afro (Braun),Afro (Marron),Afro (Marrón),Afro (Marrom),Афро (Коричневое),Afro (Marrone),爆炸頭（棕色）,爆炸头（棕）,아프로 (갈색),Afro (Brązowe),Афро (Коричневе),Afro (Bruin),Afro (Kahverengi)
L_ACC_AFRORED,,Afro (Red),アフロ（赤）,Afro (Rot),Afro (Rouge),Afro (Rojo),Afro (Vermelho),Афро (Красное),Afro (Rosso),爆炸頭（紅色）,爆炸头（红）,아프로 (빨강),Afro (Czerwone),Афро (Червоне),Afro (Rood),Afro (Kırmızı)
L_ACC_AFROWHITE,,Afro (White),アフロ（白）,Afro (Weiß),Afro (Blanc),Afro (Blanco),Afro (Branco),Афро (Белое),Afro (Bianco),爆炸頭（白色）,爆炸头（白）,아프로 (화이트),Afro (Białe),Афро (Біле),Afro (Wit),Afro (Beyaz)
L_ACC_BRAIDEDROWSBLACK,,Braided Rows (Black),編み込み列（黒）,Geflochtene Reihen (Schwarz),Rangs Tressés (Noir),Filas Trenzadas (Negro),Fileiras Trançadas (Preto),Заплетенные Ряды (Черный),Trecce a File (Nero),辮子排列（黑色）,脏辫（黑）,땋은 머리 (검정),Warkoczowe Rzędy (Czarne),Заплетені Ряди (Чорні),Gevlochten Rijen (Zwart),Örgülü Sıralar (Siyah)
L_ACC_BRAIDEDROWSBLONDE,,Braided Rows (Blonde),三つ編みの列（ブロンド）,Geflochtene Reihen (Blond),Rangs Tressés (Blond),Filas Trenzadas (Rubio),Tranças em Fileiras (Loiro),Заплетенные Ряды (Блонд),Trecce a File (Bionde),辮子排列（金色）,脏辫（金）,땋은 머리 (금발),Warkoczowe Rzędy (Blond),Заплетені ряди (Блонд),Gevlochten Rijen (Blond),Örgülü Sıralar (Sarışın)
L_ACC_BRAIDEDROWSBROWN,,Braided Rows (Brown),三つ編み列（茶色）,Geflochtene Reihen (Braun),Rangs Tressés (Marron),Filas Trenzadas (Marrón),Fileiras Trançadas (Marrom),Заплетенные Ряды (Коричневые),Trecce a File (Marrone),辮子排列（棕色）,脏辫（棕）,땋은 머리 (갈색),Warkoczowe Rzędy (Brązowe),Заплетені Ряди (Коричневі),Gevlochten Rijen (Bruin),Örgülü Sıralar (Kahverengi)
L_ACC_BRAIDEDROWSRED,,Braided Rows (Red),編み込み列（赤）,Geflochtene Reihen (Rot),Rangs Tressés (Rouge),Filas Trenzadas (Rojo),Fileiras Trançadas (Vermelho),Заплетенные Ряды (Красные),Trecce a File (Rosso),辮子排列（紅）,脏辫（红）,땋은 머리 (빨강),Warkoczowe Rzędy (Czerwone),Заплетені Ряди (Червоні),Gevlochten Rijen (Rood),Örgülü Sıralar (Kırmızı)
L_ACC_BRAIDEDROWSWHITE,,Braided Rows (White),編み込み列（白）,Geflochtene Reihen (Weiß),Rangs Tressés (Blanc),Filas Trenzadas (Blanco),Fileiras Trançadas (Branco),Заплетенные Ряды (Белые),Trecce Allineate (Bianco),辮子排列（白色）,脏辫（白）,땋은 머리 (흰색),Warkoczowe Rzędy (Białe),Заплетені Ряди (Білі),Gevlochten Rijen (Wit),Örgülü Sıralar (Beyaz)
L_ACC_EMOCURLBLACK,,Emo Curl (Black),エモカール（黒）,Emo-Locke (Schwarz),Boucle Emo (Noir),Rizo Emo (Negro),Cacho Emo (Preto),Эмо Локоны (Черные),Riccio Emo (Nero),情緒捲髮（黑色）,非主流发型（黑）,이모 컬 (블랙),Emo Loki (Czarne),Емо Локони (Чорні),Emo Krul (Zwart),Emo Kıvrımı (Siyah)
L_ACC_EMOCURLBLONDE,,Emo Curl (Blonde),エモカール（ブロンド）,Emo-Locke (Blond),Boucle Emo (Blonde),Rizo Emo (Rubio),Cacho Emo (Loiro),Эмо Локоны (Блонд),Riccio Emo (Biondo),情緒捲髮（金色）,非主流发型（金）,이모 컬 (금발),Emo Loki (Blond),Емо завиток (блонд),Emo Krul (Blond),Emo Kıvırcık (Sarışın)
L_ACC_EMOCURLBROWN,,Emo Curl (Brown),エモカール（ブラウン）,Emo-Locke (Braun),Boucle Émo (Marron),Rizo Emo (Marrón),Cacho Emo (Marrom),Эмо Локоны (Коричневые),Riccio Emo (Marrone),情緒捲髮（棕色）,非主流发型（棕）,이모 컬 (갈색),Emo Loki (Brązowe),Емо завиток (коричневий),Emo Krul (Bruin),Emo Kıvırcık (Kahverengi)
L_ACC_EMOCURLRED,,Emo Curl (Red),エモカール（赤）,Emo-Locke (Rot),Boucle Émo (Rouge),Rizo Emo (Rojo),Cacho Emo (Vermelho),Эмо Локон (Красный),Riccio Emo (Rosso),情緒捲髮（紅）,非主流发型（红）,이모 컬 (레드),Emo Loki (Czerwone),Емо Локони (Червоні),Emo Krul (Rood),Emo Kıvırcık (Kırmızı)
L_ACC_EMOCURLWHITE,,Emo Curl (White),エモカール（ホワイト）,Emo-Locke (Weiß),Boucle Emo (Blanc),Rizo Emo (Blanco),Cacho Emo (Branco),Эмо Локон (Белый),Riccio Emo (Bianco),情緒捲髮（白色）,非主流发型（白）,이모 컬 (화이트),Emo Loki (Biały),Емо Завиток (Білий),Emo Krul (Wit),Emo Kıvırcık (Beyaz)
L_ACC_LOOSEHAIRBLACK,,Loose Hair (Black),垂れ髪（黒）,Offenes Haar (Schwarz),Cheveux Détachés (Noir),Cabello Suelto (Negro),Cabelo Solto (Preto),Распущенные волосы (Черные),Capelli Sciolti (Neri),散髮（黑色）,披发（黑）,풀어진 머리 (검정),Rozpuszczone Włosy (Czarne),Розпущене волосся (чорне),Losse Haren (Zwart),Dağınık Saç (Siyah)
L_ACC_LOOSEHAIRBLONDE,,Loose Hair (Blonde),ほつれた髪（ブロンド）,Offenes Haar (Blond),Cheveux Détachés (Blond),Cabello Suelto (Rubio),Cabelo Solto (Loiro),Распущенные волосы (Светлые),Capelli Sciolti (Biondi),鬆散髮型（金色）,披发（金）,풀어헤친 머리 (금발),Rozpuszczone Włosy (Blond),Розпущене волосся (Блонд),Losse Haren (Blond),Açık Saç (Sarışın)
L_ACC_LOOSEHAIRBROWN,,Loose Hair (Brown),ほどけた髪 (茶色),Offenes Haar (Braun),Cheveux Détachés (Brun),Cabello Suelto (Marrón),Cabelo Solto (Castanho),Распущенные волосы (Коричневые),Capelli Sciolti (Marrone),鬆散髮型（棕色）,披发（棕）,풀어헤친 머리 (갈색),Rozpuszczone Włosy (Brązowe),Розпущене волосся (каштанове),Losse Haren (Bruin),Dağınık Saç (Kahverengi)
