action_token,file,row,english_count,german_count,english,german
{ACTION_attack},traits.csv,2239,1,1,"After your creatures are resurrected, they {ACTION_attack} random enemies 3 times.","Nachdem deine Kreaturen wiederbelebt wurden, {ACTION_attack} sie zufällige Feinde 3 Mal."
{ACTION_attacks},traits.csv,2253,1,1,"After this creature {ACTION_attacks}, it gains a random minion. After your other creatures {ACTION_attack}, they have a 30% chance to gain a random minion. This trait does not stack.","Nachdem diese Kreatur {ACTION_attacks}, erhält sie einen zufälligen Diener. Nachdem deine anderen Kreaturen {ACTION_attack}, haben sie eine 30% Chance, einen zufälligen Diener zu erhalten. Dieses Merkmal ist nicht kumulativ."
{ACTION_attack},traits.csv,2253,1,1,"After this creature {ACTION_attacks}, it gains a random minion. After your other creatures {ACTION_attack}, they have a 30% chance to gain a random minion. This trait does not stack.","Nachdem diese Kreatur {ACTION_attacks}, erhält sie einen zufälligen Diener. Nachdem deine anderen Kreaturen {ACTION_attack}, haben sie eine 30% Chance, einen zufälligen Diener zu erhalten. Dieses Merkmal ist nicht kumulativ."
{ACTION_attack},traits.csv,2255,1,1,Enemies can only {ACTION_attack} once at a time.,Gegner können nur einmal gleichzeitig {ACTION_attack}.
{ACTION_cast},traits.csv,2257,1,1,Enemies can only {ACTION_cast} spells once at a time.,Gegner können Zauber nur einmal gleichzeitig {ACTION_cast}.
{ACTION_provoke},traits.csv,2279,2,2,"After your creatures that belong to your most common race {ACTION_provoke}, the others {ACTION_provoke}. This trait does not stack.","Nachdem deine Kreaturen, die zu deiner häufigsten Rasse gehören, {ACTION_provoke}, {ACTION_provoke} die anderen. Dieses Merkmal ist nicht kumulativ."
{ACTION_attack},traits.csv,2281,2,2,"After your creatures that belong to your most common race {ACTION_attack}, the others have a 5% chance to {ACTION_attack} random enemies for 10% normal damage. This trait does not stack.","Nachdem deine Kreaturen, die zu deiner häufigsten Rasse gehören, {ACTION_attack}, haben die anderen eine 5% Chance, zufällige Feinde für 10% des normalen Schadens zu {ACTION_attack}. Dieses Merkmal ist nicht kumulativ."
{ACTION_attack},traits.csv,2287,1,1,"After your creatures that belong to your most common race move to the top of the {TIMELINE}, the others have a 25% chance to {ACTION_attack} a random enemy. This trait does not stack.","Nachdem deine Kreaturen, die zu deiner häufigsten Rasse gehören, an die Spitze der {TIMELINE} rücken, haben die anderen eine 25% Chance, einen zufälligen Feind zu {ACTION_attack}. Dieses Merkmal ist nicht kumulativ."
{ACTION_attacked},traits.csv,2303,1,1,"After this creature is {ACTION_attacked}, it afflicts the enemy with {CONDNAME_DEBUFF_DISARMED} and Seals one of their Spell Gems.","Nachdem diese Kreatur {ACTION_attacked} wurde, belegt sie den Gegner mit {CONDNAME_DEBUFF_DISARMED} und versiegelt einen ihrer Zaubersteine."
{ACTION_attacks},traits.csv,2307,1,1,"After this creature {ACTION_attacks}, its Artifact's Spell Slot has an independent 50% chance to activate.","Nachdem diese Kreatur {ACTION_attacks}, hat der Zauberplatz ihres Artefakts eine unabhängige 50% Chance zu aktivieren."
{ACTION_provokes},traits.csv,2315,1,1,"After this creature {ACTION_provokes}, it deals damage to all enemies equal to 50% of its missing {STAT_health}. Then, it is killed.","Nachdem diese Kreatur {ACTION_provokes}, fügt sie allen Feinden Schaden in Höhe von 50% ihrer fehlenden {STAT_health} zu. Dann wird sie getötet."
{ACTION_provokes},traits.csv,2317,1,1,"After this creature {ACTION_provokes}, your other {RACE_Maniac}s are killed, and deal damage to all enemies equal to 25% of your affected creatures' Maximum {STAT_health}.","Nachdem diese Kreatur {ACTION_provokes}, werden deine anderen {RACE_Maniac}s getötet und fügen allen Feinden Schaden in Höhe von 25% der maximalen {STAT_health} deiner betroffenen Kreaturen zu."
{ACTION_provoke},traits.csv,2325,1,1,"After your creatures {ACTION_provoke}, they are killed, and your other creatures gain 20% of their {STAT_attack}, {STAT_intelligence}, {STAT_defense}, and {STAT_speed}. This trait does not stack.","Nachdem deine Kreaturen {ACTION_provoke}, werden sie getötet, und deine anderen Kreaturen erhalten 20% ihrer {STAT_attack}, {STAT_intelligence}, {STAT_defense} und {STAT_speed}. Dieses Merkmal ist nicht kumulativ."
{ACTION_defends},traits.csv,2335,1,1,"After this creature {ACTION_defends} or {ACTION_provokes}, enemies take damage from their {CONDNAME_DEBUFF_BOMB} debuffs.","Nachdem diese Kreatur {ACTION_defends} oder {ACTION_provokes}, erleiden Feinde Schaden durch ihre {CONDNAME_DEBUFF_BOMB}-Debuffs."
{ACTION_provokes},traits.csv,2335,1,1,"After this creature {ACTION_defends} or {ACTION_provokes}, enemies take damage from their {CONDNAME_DEBUFF_BOMB} debuffs.","Nachdem diese Kreatur {ACTION_defends} oder {ACTION_provokes}, erleiden Feinde Schaden durch ihre {CONDNAME_DEBUFF_BOMB}-Debuffs."
{ACTION_attacks},traits.csv,2339,1,1,"After this creature {ACTION_attacks}, it Seals one of the target's Spell Gems and gains 20% {STAT_attack}.","Nachdem diese Kreatur {ACTION_attacks}, versiegelt sie einen der Zaubersteine des Ziels und erhält 20% {STAT_attack}."
{ACTION_attacks},traits.csv,2343,1,1,"When this creature {ACTION_attacks}, it deals 15% more damage for each Sealed Spell Gem the target has.","Wenn diese Kreatur {ACTION_attacks}, verursacht sie 15% mehr Schaden für jeden Versiegelten Zauberstein, den das Ziel besitzt."
{ACTION_attacked},traits.csv,2347,1,1,"After this creature is {ACTION_attacked}, it Seals one of the target's Spell Gems and {ACTION_provokes}.","Nachdem diese Kreatur {ACTION_attacked} wurde, versiegelt sie einen der Zaubersteine des Ziels und {ACTION_provokes}."
{ACTION_provokes},traits.csv,2347,1,1,"After this creature is {ACTION_attacked}, it Seals one of the target's Spell Gems and {ACTION_provokes}.","Nachdem diese Kreatur {ACTION_attacked} wurde, versiegelt sie einen der Zaubersteine des Ziels und {ACTION_provokes}."
{ACTION_cast},traits.csv,2363,1,1,This creature has 5% more {STAT_intelligence} for each spell that has been {ACTION_cast} by all creatures in the current battle.,"Diese Kreatur hat 5% mehr {STAT_intelligence} für jeden Zauber, der von allen Kreaturen im aktuellen Kampf {ACTION_cast} wurde."
{ACTION_cast},traits.csv,2365,1,1,"If your creatures have {ACTION_cast} a total of 7 or more spells in the current battle, this creature's spells are 50% more potent and no longer consume {STAT_charges}.","Wenn deine Kreaturen im aktuellen Kampf insgesamt 7 oder mehr Zauber {ACTION_cast} haben, sind die Zauber dieser Kreatur 50% stärker und verbrauchen keine {STAT_charges} mehr."
{ACTION_cast},traits.csv,2367,1,1,This creature's attacks deal 5% more damage for each spell that has been {ACTION_cast} by all creatures in the current battle.,"Die Angriffe dieser Kreatur verursachen 5% mehr Schaden für jeden Zauber, der von allen Kreaturen im aktuellen Kampf {ACTION_cast} wurde."
{ACTION_cast},traits.csv,2369,2,2,"After this creature takes damage, it has a 2% chance to {ACTION_cast} one of its spells for each spell that has been {ACTION_cast} by all creatures in the current battle. This trait can only activate once per turn.","Nachdem diese Kreatur Schaden erleidet, hat sie eine 2% Chance, einen ihrer Zauber zu {ACTION_cast}, für jeden Zauber, der von allen Kreaturen im aktuellen Kampf {ACTION_cast} wurde. Dieses Merkmal kann nur einmal pro Zug aktiviert werden."
{ACTION_cast},traits.csv,2371,1,1,"If your creatures have {ACTION_cast} a total of 12 or more spells in the current battle, your creatures are immune to debuffs.","Wenn deine Kreaturen insgesamt 12 oder mehr Zauber im aktuellen Kampf {ACTION_cast} haben, sind deine Kreaturen immun gegen Debuffs."
{ACTION_attacks},traits.csv,2375,1,1,"After this creature {ACTION_attacks}, it decreases the target's {STAT_attack} by 10% for each {RACE_Eft} fighting on your side. This trait does not stack.","Nachdem diese Kreatur {ACTION_attacks}, verringert sie den {STAT_attack} des Ziels um 10% für jeden {RACE_Eft}, der auf deiner Seite kämpft. Dieses Merkmal ist nicht kumulativ."
{ACTION_attacks},traits.csv,2377,1,1,"After this creature {ACTION_attacks}, it decreases the target's {STAT_defense} by 10% for each {RACE_Eft} fighting on your side. This trait does not stack.","Nachdem diese Kreatur {ACTION_attacks}, verringert sie die {STAT_defense} des Ziels um 10% für jeden {RACE_Eft}, der auf deiner Seite kämpft. Dieses Merkmal ist nicht kumulativ."
{ACTION_attacks},traits.csv,2379,1,1,"After this creature {ACTION_attacks}, it decreases the target's {STAT_intelligence} by 10% for each {RACE_Eft} fighting on your side. This trait does not stack.","Nachdem diese Kreatur {ACTION_attacks}, verringert sie die {STAT_intelligence} des Ziels um 10% für jeden {RACE_Eft}, der auf deiner Seite kämpft. Dieses Merkmal ist nicht kumulativ."
{ACTION_attacks},traits.csv,2383,1,1,"After this creature {ACTION_attacks}, it decreases the target's {STAT_speed} by 10% for each {RACE_Eft} fighting on your side. This trait does not stack.","Nachdem diese Kreatur {ACTION_attacks}, verringert sie die {STAT_speed} des Ziels um 10% für jeden {RACE_Eft}, der auf deiner Seite kämpft. Dieses Merkmal ist nicht kumulativ."
{ACTION_attack},traits.csv,2387,1,1,Your creatures have a 75% chance to maintain their {CONDNAME_BUFF_INVISIBLE} buff after they {ACTION_attack}. This trait does not stack.,"Deine Kreaturen haben eine 75% Chance, ihren {CONDNAME_BUFF_INVISIBLE}-Buff zu behalten, nachdem sie {ACTION_attack}. Dieses Merkmal ist nicht kumulativ."
{ACTION_attacks},traits.csv,2399,1,1,"After an enemy {ACTION_attacks}, they are afflicted with {CONDNAME_DEBUFF_SCORN}. After an enemy {ACTION_casts} a spell, they are afflicted with {CONDNAME_DEBUFF_SILENCE}. After this creature afflicts an enemy with either of these debuffs, it gains 5% stats.","Nachdem ein Feind {ACTION_attacks}, wird er mit {CONDNAME_DEBUFF_SCORN} belegt. Nachdem ein Feind einen Zauber {ACTION_casts}, wird er mit {CONDNAME_DEBUFF_SILENCE} belegt. Nachdem diese Kreatur einen Feind mit einem dieser Debuffs belegt hat, erhält sie 5% mehr auf ihre Werte."
{ACTION_casts},traits.csv,2399,1,1,"After an enemy {ACTION_attacks}, they are afflicted with {CONDNAME_DEBUFF_SCORN}. After an enemy {ACTION_casts} a spell, they are afflicted with {CONDNAME_DEBUFF_SILENCE}. After this creature afflicts an enemy with either of these debuffs, it gains 5% stats.","Nachdem ein Feind {ACTION_attacks}, wird er mit {CONDNAME_DEBUFF_SCORN} belegt. Nachdem ein Feind einen Zauber {ACTION_casts}, wird er mit {CONDNAME_DEBUFF_SILENCE} belegt. Nachdem diese Kreatur einen Feind mit einem dieser Debuffs belegt hat, erhält sie 5% mehr auf ihre Werte."
{ACTION_defend},traits.csv,2405,1,1,"Your creatures are immune to damage that doesn't come from attacks or spells. After your creatures are damaged, the enemy takes damage equal to 30% of the damage dealt. Your creatures always {ACTION_defend}. This trait persists even after this creature is dead.","Deine Kreaturen sind immun gegen Schaden, der nicht von Angriffen oder Zaubern stammt. Nachdem deine Kreaturen Schaden erlitten haben, erleidet der Feind Schaden in Höhe von 30% des zugefügten Schadens. Deine Kreaturen {ACTION_defend} immer. Dieses Merkmal bleibt bestehen, selbst nachdem diese Kreatur tot ist."
{ACTION_cast},traits.csv,2413,1,1,"After one of your creatures is killed, they {ACTION_cast} 5 random spells. In addition, this creature is immune to damage while its allies are alive.","Nachdem eine deiner Kreaturen getötet wurde, {ACTION_cast} sie 5 zufällige Zauber. Außerdem ist diese Kreatur immun gegen Schaden, solange ihre Verbündeten am Leben sind."
{ACTION_attack},traits.csv,2417,1,1,"At the end of each enemy's turn, this creature forces them to {ACTION_attack} one of their allies for 200% normal damage.","Am Ende jedes Zuges eines Gegners zwingt diese Kreatur sie dazu, einen ihrer Verbündeten mit 200% des normalen Schadens zu {ACTION_attack}."
{ACTION_attack},traits.csv,2423,1,1,"Enemies always have {CONDNAME_DEBUFF_CURSED}. At the start of each enemy's turn, they {ACTION_attack} this creature. After this creature takes damage, it recovers 15% {STAT_health}.","Feinde haben immer {CONDNAME_DEBUFF_CURSED}. Zu Beginn jedes Zuges eines Feindes {ACTION_attack} sie diese Kreatur. Nachdem diese Kreatur Schaden erlitten hat, regeneriert sie 15% {STAT_health}."
{ACTION_cast},traits.csv,2435,2,2,"Your creatures can equip all Spell Gems, regardless of their class. After your creatures manually {ACTION_cast} a spell, they also {ACTION_cast} a random spell from their Spell Gem list from each other class.","Deine Kreaturen können alle Zaubersteine ausrüsten, unabhängig von ihrer Klasse. Nachdem deine Kreaturen manuell einen Zauber {ACTION_cast}, {ACTION_cast} sie auch einen zufälligen Zauber aus ihrer Zauberstein-Liste von jeder anderen Klasse."
{ACTION_attacks},traits.csv,2439,1,1,"After this creature {ACTION_attacks}, it {ACTION_casts} 3 of its equipped Arrow spells.","Nachdem diese Kreatur {ACTION_attacks}, {ACTION_casts} sie 3 ihrer ausgerüsteten Pfeilzauber."
{ACTION_casts},traits.csv,2439,1,1,"After this creature {ACTION_attacks}, it {ACTION_casts} 3 of its equipped Arrow spells.","Nachdem diese Kreatur {ACTION_attacks}, {ACTION_casts} sie 3 ihrer ausgerüsteten Pfeilzauber."
{ACTION_casts},traits.csv,2445,1,1,"After this creature damages an enemy below 50% {STAT_health}, it {ACTION_casts} [icons,1984]Death Siphon on it.","Nachdem diese Kreatur einen Feind unter 50% {STAT_health} Schaden zufügt, {ACTION_casts} sie [icons,1984]Todessog auf ihn."
{ACTION_attacks},traits.csv,2460,1,1,"After this creature {ACTION_attacks}, it resurrects a random ally with 50% {STAT_health}.","Nachdem diese Kreatur {ACTION_attacks}, erweckt sie einen zufälligen Verbündeten mit 50% {STAT_health} wieder zum Leben."
{ACTION_attacks},traits.csv,2474,1,1,"After an enemy {ACTION_attacks}, it loses 20% {STAT_attack} and is afflicted with {CONDNAME_DEBUFF_SCORN}. This trait does not stack.",Nach einem {ACTION_attacks} eines Gegners verliert dieser 20% {STAT_attack} und wird mit {CONDNAME_DEBUFF_SCORN} belegt. Dieses Merkmal ist nicht kumulativ.
{ACTION_casts},traits.csv,2476,1,1,"After an enemy {ACTION_casts} a spell, it loses 20% {STAT_intelligence} and is afflicted with {CONDNAME_DEBUFF_SILENCE}. This trait does not stack.","Nachdem ein Feind einen Zauber {ACTION_casts}, verliert er 20% {STAT_intelligence} und wird mit {CONDNAME_DEBUFF_SILENCE} belegt. Dieses Merkmal ist nicht kumulativ."
{ACTION_defends},traits.csv,2478,1,1,"After an enemy {ACTION_defends} or {ACTION_provokes}, it is afflicted with 3 random debuffs. This trait does not stack.","Nachdem ein Feind {ACTION_defends} oder {ACTION_provokes}, wird er mit 3 zufälligen Debuffs belegt. Dieses Merkmal ist nicht kumulativ."
{ACTION_provokes},traits.csv,2478,1,1,"After an enemy {ACTION_defends} or {ACTION_provokes}, it is afflicted with 3 random debuffs. This trait does not stack.","Nachdem ein Feind {ACTION_defends} oder {ACTION_provokes}, wird er mit 3 zufälligen Debuffs belegt. Dieses Merkmal ist nicht kumulativ."
{ACTION_provokes},traits.csv,2492,1,1,"This creature always dodges attacks. At the start of this creature's turn, it {ACTION_provokes} and then its turn ends.",Diese Kreatur weicht Angriffen stets aus. Zu Beginn des Zuges dieser Kreatur {ACTION_provokes} es und dann endet sein Zug.
{ACTION_defends},traits.csv,2494,1,1,"This creature always deals critical damage. At the start of this creature's turn, it {ACTION_defends} and then its turn ends.",Diese Kreatur verursacht immer kritischen Schaden. Zu Beginn des Zuges dieser Kreatur {ACTION_defends} es und dann endet sein Zug.
{ACTION_defends},traits.csv,2496,1,1,"After this creature dodges or deals critical damage, it {ACTION_defends} or {ACTION_provokes}.","Nachdem diese Kreatur ausweicht oder kritischen Schaden verursacht, {ACTION_defends} oder {ACTION_provokes} sie."
{ACTION_provokes},traits.csv,2496,1,1,"After this creature dodges or deals critical damage, it {ACTION_defends} or {ACTION_provokes}.","Nachdem diese Kreatur ausweicht oder kritischen Schaden verursacht, {ACTION_defends} oder {ACTION_provokes} sie."
{ACTION_attacks},traits.csv,2498,2,2,"After this creature {ACTION_attacks}, the enemy {ACTION_attacks} itself as well. The amount of damage is based on this creature's {STAT_attack}. This trait does not stack.","Nachdem diese Kreatur {ACTION_attacks}, greift der Feind {ACTION_attacks} sich selbst ebenfalls an. Die Höhe des Schadens basiert auf dem {STAT_attack} dieser Kreatur. Dieses Merkmal ist nicht kumulativ."
{ACTION_casts},traits.csv,2500,2,2,"After this creature manually {ACTION_casts} a spell, it also {ACTION_casts} 3 random enemies' spells as well. This trait does not stack.","Nachdem diese Kreatur manuell einen Zauber {ACTION_casts}, {ACTION_casts} sie auch 3 zufällige Zauber von Feinden. Dieses Merkmal ist nicht kumulativ."
{ACTION_attack},traits.csv,2502,1,1,"At the start of battle, your creatures gain [icons,1980] Mind Control. This spell causes enemies to {ACTION_attack} 1 additional time when they're affected by this spell.","Zu Beginn des Kampfes erhalten deine Kreaturen [icons,1980] Gedankenkontrolle. Dieser Zauber bewirkt, dass Feinde 1 zusätzliches Mal {ACTION_attack}, wenn sie von diesem Zauber betroffen sind."
{ACTION_casts},traits.csv,2516,1,1,"After this creature is killed, it {ACTION_casts} 10 random spells.","Nachdem diese Kreatur getötet wurde, {ACTION_casts} sie 10 zufällige Zauber."
{ACTION_casts},traits.csv,2518,1,1,"After this creature is killed or resurrected, it {ACTION_casts} its first Spell Gem 3 times.","Nachdem diese Kreatur getötet oder wiederbelebt wurde, {ACTION_casts} sie ihren ersten Zauberstein 3 Mal."
{ACTION_casts},traits.csv,2520,1,1,"After this creature is resurrected, it {ACTION_casts} 5 of its spells.","Nachdem diese Kreatur wiederbelebt wurde, {ACTION_casts} sie 5 ihrer Zauber."
{ACTION_cast},traits.csv,2526,1,1,Your creatures {ACTION_cast} 0.5 additional times for each {RACE_Imp} creature fighting on your side. This trait does not stack.,"Deine Kreaturen {ACTION_cast} 0,5 zusätzliche Male für jede {RACE_Imp} Kreatur, die auf deiner Seite kämpft. Dieses Merkmal ist nicht kumulativ."
{ACTION_attack},traits.csv,2528,1,1,"At the end of each enemy's turn, this creature has a 20% chance to force them to {ACTION_attack} one of their allies. This trait does not stack.","Am Ende jedes Zuges eines Feindes hat diese Kreatur eine 20% Chance, ihn zu zwingen, einen seiner Verbündeten zu {ACTION_attack}. Dieses Merkmal ist nicht kumulativ."
{ACTION_cast},traits.csv,2530,1,1,"At the end of each enemy's turn, this creature has a 20% chance to force them to {ACTION_cast} a random, damaging spell in this creature's favor. This trait does not stack.","Am Ende jedes Zuges eines Gegners hat diese Kreatur eine 20% Chance, ihn zu zwingen, einen zufälligen, schädigenden Zauber zugunsten dieser Kreatur zu {ACTION_cast}. Dieses Merkmal ist nicht kumulativ."
{ACTION_attack},traits.csv,2540,1,1,"At the start of each {CONDNAME_DEBUFF_CURSED} enemy's turn, they have a 30% chance to {ACTION_attack} one of their allies. This trait does not stack.","Zu Beginn des Zuges jedes {CONDNAME_DEBUFF_CURSED} Gegners besteht eine 30% Chance, dass er einen seiner Verbündeten {ACTION_attack}. Dieses Merkmal ist nicht kumulativ."
{ACTION_attacks},traits.csv,2570,1,1,"After an enemy {ACTION_attacks}, they are afflicted with {CONDNAME_DEBUFF_SCORN}. After an enemy {ACTION_casts} a spell, they are afflicted with {CONDNAME_DEBUFF_SILENCE}.","Nach einem {ACTION_attacks} eines Feindes wird dieser mit {CONDNAME_DEBUFF_SCORN} belegt. Nachdem ein Feind einen Zauber {ACTION_casts}, wird er mit {CONDNAME_DEBUFF_SILENCE} belegt."
{ACTION_casts},traits.csv,2570,1,1,"After an enemy {ACTION_attacks}, they are afflicted with {CONDNAME_DEBUFF_SCORN}. After an enemy {ACTION_casts} a spell, they are afflicted with {CONDNAME_DEBUFF_SILENCE}.","Nach einem {ACTION_attacks} eines Feindes wird dieser mit {CONDNAME_DEBUFF_SCORN} belegt. Nachdem ein Feind einen Zauber {ACTION_casts}, wird er mit {CONDNAME_DEBUFF_SILENCE} belegt."
{ACTION_attacks},traits.csv,2572,1,1,"After an enemy {ACTION_attacks}, they are afflicted with {CONDNAME_DEBUFF_SCORN} and lose 35% {STAT_attack}. After an enemy {ACTION_casts} a spell, they are afflicted with {CONDNAME_DEBUFF_SILENCE} and lose 35% {STAT_intelligence}.","Nachdem ein Feind {ACTION_attacks}, wird er von {CONDNAME_DEBUFF_SCORN} betroffen und verliert 35% {STAT_attack}. Nachdem ein Feind einen Zauber {ACTION_casts}, wird er von {CONDNAME_DEBUFF_SILENCE} betroffen und verliert 35% {STAT_intelligence}."
{ACTION_casts},traits.csv,2572,1,1,"After an enemy {ACTION_attacks}, they are afflicted with {CONDNAME_DEBUFF_SCORN} and lose 35% {STAT_attack}. After an enemy {ACTION_casts} a spell, they are afflicted with {CONDNAME_DEBUFF_SILENCE} and lose 35% {STAT_intelligence}.","Nachdem ein Feind {ACTION_attacks}, wird er von {CONDNAME_DEBUFF_SCORN} betroffen und verliert 35% {STAT_attack}. Nachdem ein Feind einen Zauber {ACTION_casts}, wird er von {CONDNAME_DEBUFF_SILENCE} betroffen und verliert 35% {STAT_intelligence}."
{ACTION_attacks},traits.csv,2574,1,1,"After an enemy {ACTION_attacks}, they are afflicted with {CONDNAME_DEBUFF_SCORN} and lose 35% {STAT_attack}. After an enemy {ACTION_casts} a spell, they are afflicted with {CONDNAME_DEBUFF_SILENCE} and lose 35% {STAT_intelligence}. Enemies can have both {CONDNAME_DEBUFF_SCORN} and {CONDNAME_DEBUFF_SILENCE} at the same time.","Nachdem ein Feind {ACTION_attacks}, wird er mit {CONDNAME_DEBUFF_SCORN} belegt und verliert 35% {STAT_attack}. Nachdem ein Feind einen Zauber {ACTION_casts}, wird er mit {CONDNAME_DEBUFF_SILENCE} belegt und verliert 35% {STAT_intelligence}. Feinde können gleichzeitig sowohl {CONDNAME_DEBUFF_SCORN} als auch {CONDNAME_DEBUFF_SILENCE} haben."
{ACTION_casts},traits.csv,2574,1,1,"After an enemy {ACTION_attacks}, they are afflicted with {CONDNAME_DEBUFF_SCORN} and lose 35% {STAT_attack}. After an enemy {ACTION_casts} a spell, they are afflicted with {CONDNAME_DEBUFF_SILENCE} and lose 35% {STAT_intelligence}. Enemies can have both {CONDNAME_DEBUFF_SCORN} and {CONDNAME_DEBUFF_SILENCE} at the same time.","Nachdem ein Feind {ACTION_attacks}, wird er mit {CONDNAME_DEBUFF_SCORN} belegt und verliert 35% {STAT_attack}. Nachdem ein Feind einen Zauber {ACTION_casts}, wird er mit {CONDNAME_DEBUFF_SILENCE} belegt und verliert 35% {STAT_intelligence}. Feinde können gleichzeitig sowohl {CONDNAME_DEBUFF_SCORN} als auch {CONDNAME_DEBUFF_SILENCE} haben."
{ACTION_defend},traits.csv,2588,1,1,"Your creatures are immune to damage that doesn't come from attacks or spells. After your creatures are damaged, the enemy takes damage equal to 30% of the damage dealt. Your creatures always {ACTION_defend}. This trait persists even after this creature is dead.","Deine Kreaturen sind immun gegen Schaden, der nicht von Angriffen oder Zaubern stammt. Nachdem deine Kreaturen Schaden erlitten haben, erleidet der Feind Schaden in Höhe von 30% des zugefügten Schadens. Deine Kreaturen {ACTION_defend} immer. Dieses Merkmal bleibt bestehen, selbst nachdem diese Kreatur tot ist."
{ACTION_attack},traits.csv,2596,1,1,"After an enemy takes an action, they must take that same action for the rest of the battle. Enemies can {ACTION_attack} a maximum of 1 time per turn.","Nachdem ein Feind eine Aktion ausgeführt hat, muss er für den Rest des Kampfes dieselbe Aktion ausführen. Feinde können maximal 1 Mal pro Zug {ACTION_attack}."
{ACTION_attack},traits.csv,2598,1,1,"After an enemy takes an action, they must take that same action for the rest of the battle. Enemies can {ACTION_attack} and {ACTION_cast} a maximum of 1 time per turn.","Nachdem ein Feind eine Aktion ausgeführt hat, muss er für den Rest des Kampfes dieselbe Aktion ausführen. Feinde können maximal 1 Mal pro Zug {ACTION_attack} und {ACTION_cast}."
{ACTION_cast},traits.csv,2598,1,1,"After an enemy takes an action, they must take that same action for the rest of the battle. Enemies can {ACTION_attack} and {ACTION_cast} a maximum of 1 time per turn.","Nachdem ein Feind eine Aktion ausgeführt hat, muss er für den Rest des Kampfes dieselbe Aktion ausführen. Feinde können maximal 1 Mal pro Zug {ACTION_attack} und {ACTION_cast}."
{ACTION_cast},traits.csv,2612,1,1,"After one of your creatures is killed, they {ACTION_cast} 5 random spells. This creature is immune to damage while its allies are alive.","Nachdem eine deiner Kreaturen getötet wurde, {ACTION_cast} sie 5 zufällige Zauber. Diese Kreatur ist immun gegen Schaden, solange ihre Verbündeten am Leben sind."
{ACTION_cast},traits.csv,2614,1,1,"After one of your creatures is killed, they {ACTION_cast} 5 powerful spells. This creature is immune to damage while its allies are alive.","Nachdem eine deiner Kreaturen getötet wurde, {ACTION_cast} sie 5 mächtige Zauber. Diese Kreatur ist immun gegen Schaden, solange ihre Verbündeten am Leben sind."
{ACTION_cast},traits.csv,2616,1,1,"After one of your creatures is killed, they {ACTION_cast} 10 powerful spells. This creature is immune to damage while its allies are alive.","Nachdem eine deiner Kreaturen getötet wurde, {ACTION_cast} sie 10 mächtige Zauber. Diese Kreatur ist immun gegen Schaden, solange ihre Verbündeten am Leben sind."
{ACTION_attack},traits.csv,2620,1,1,Your creatures take two turns at a time. Your creatures {ACTION_attack} and {ACTION_cast} spells 5 additional times.,Deine Kreaturen führen zwei Züge auf einmal aus. Deine Kreaturen {ACTION_attack} und {ACTION_cast} Zauber 5 zusätzliche Male.
{ACTION_cast},traits.csv,2620,1,1,Your creatures take two turns at a time. Your creatures {ACTION_attack} and {ACTION_cast} spells 5 additional times.,Deine Kreaturen führen zwei Züge auf einmal aus. Deine Kreaturen {ACTION_attack} und {ACTION_cast} Zauber 5 zusätzliche Male.
{ACTION_attack},traits.csv,2622,1,1,"Your creatures take two turns at a time. Your creatures {ACTION_attack} and {ACTION_cast} spells 5 additional times. At the start of your creatures' turns, they gain a random minion.",Deine Kreaturen führen zwei Züge auf einmal aus. Deine Kreaturen {ACTION_attack} und {ACTION_cast} Zauber 5 zusätzliche Male. Zu Beginn der Züge deiner Kreaturen erhalten sie einen zufälligen Diener.
{ACTION_cast},traits.csv,2622,1,1,"Your creatures take two turns at a time. Your creatures {ACTION_attack} and {ACTION_cast} spells 5 additional times. At the start of your creatures' turns, they gain a random minion.",Deine Kreaturen führen zwei Züge auf einmal aus. Deine Kreaturen {ACTION_attack} und {ACTION_cast} Zauber 5 zusätzliche Male. Zu Beginn der Züge deiner Kreaturen erhalten sie einen zufälligen Diener.
{ACTION_attack},traits.csv,2624,1,1,"At the start of each enemy's turn, this creature forces them to {ACTION_attack} one of their allies.","Zu Beginn des Zuges jedes Gegners zwingt diese Kreatur sie dazu, einen ihrer Verbündeten zu {ACTION_attack}."
{ACTION_attack},traits.csv,2636,1,1,"Enemies always have {CONDNAME_DEBUFF_CURSED}. At the start of each enemy's turn, they {ACTION_attack} this creature. After this creature takes damage, it recovers 15% {STAT_health}.","Feinde haben immer {CONDNAME_DEBUFF_CURSED}. Zu Beginn jedes Zuges eines Feindes {ACTION_attack} sie diese Kreatur. Nachdem diese Kreatur Schaden erlitten hat, regeneriert sie 15% {STAT_health}."
{ACTION_attack},traits.csv,2638,1,1,"Enemies always have {CONDNAME_DEBUFF_CURSED}. At the start of each enemy's turn, they {ACTION_attack} one of their allies. After this creature takes damage, it recovers 15% {STAT_health}.","Feinde haben immer {CONDNAME_DEBUFF_CURSED}. Zu Beginn jedes Zuges eines Feindes {ACTION_attack} er einen seiner Verbündeten. Nachdem diese Kreatur Schaden erleidet, regeneriert sie 15% {STAT_health}."
{ACTION_attack},traits.csv,2640,1,1,"Enemies always have {CONDNAME_DEBUFF_CURSED}. At the start of each enemy's turn, they {ACTION_attack} 3 of their allies. After this creature takes damage, it recovers 15% {STAT_health}.","Feinde haben immer {CONDNAME_DEBUFF_CURSED}. Zu Beginn jedes Zuges eines Feindes {ACTION_attack} er 3 seiner Verbündeten. Nachdem diese Kreatur Schaden erleidet, regeneriert sie 15% {STAT_health}."
